artist;song;duration_ms;year;tempo;genre;energy;key;loudness
The Pussycat Dolls;I Hate This Part;218400;2008;111.572;pop, R&B;0.612;5;-4.371
Alesha Dixon;The Boy Does Nothing;210680;2008;87.0;pop;0.972;3;-2.423
The Saturdays;Higher;207613;2010;117.011;pop, Dance/Electronic;0.862;10;-3.292
Kelis;Milkshake;182626;2003;112.968;pop, R&B, Dance/Electronic;0.774;1;-6.068
Marilyn Manson;Tainted Love;200426;2003;142.017;rock, metal;0.876;8;-7.779
Taylor Swift;Wildest Dreams;220440;2014;140.06;pop;0.664;8;-7.417
MIKA;Love Today;235173;2006;124.484;pop;0.913;4;-4.981
The Wanted;All Time Low;205200;2010;134.036;pop, Dance/Electronic;0.615;8;-5.022
The Game;How We Do;235533;2005;98.012;hip hop, pop;0.648;4;-7.401
Bruno Mars;Treasure;178560;2012;116.017;pop;0.692;5;-5.28
Jennifer Lopez;Play;211493;2001;104.719;hip hop, pop, R&B;0.729;1;-4.229
Migos;Bad and Boujee (feat. Lil Uzi Vert);343150;2017;127.079;hip hop, pop;0.666;11;-5.314
T.I.;Bring Em Out;216706;2004;98.579;hip hop, pop;0.891;11;-2.983
Hinder;Lips Of An Angel;261053;2019;129.005;pop, rock, metal;0.744;2;-5.386
Lady Gaga;Just Dance;241933;2008;118.992;pop;0.739;1;-4.541
John Legend;Green Light (feat. André 3000);284186;2008;77.506;pop, R&B;0.882;9;-5.59
Linkin Park;Numb;185586;2003;110.018;rock, metal;0.863;9;-4.153
B.o.B;Airplanes (feat. Hayley Williams of Paramore);180480;2010;93.033;hip hop, pop;0.867;6;-4.285
Drake;In My Feelings;217925;2018;91.03;hip hop, pop, R&B;0.626;1;-5.833
Akon;Beautiful;312986;2008;130.015;pop;0.945;0;-4.442
Basshunter;All I Ever Wanted - Radio Edit;176453;2008;144.954;pop;0.984;4;-7.051
G-Eazy;No Limit;245386;2017;175.957;hip hop, pop;0.771;1;-3.791
Truth Hurts;Addictive;226440;2002;99.271;pop, R&B;0.677;11;-6.591
Toby Keith;As Good As I Once Was;227840;2005;119.075;country;0.87;5;-4.461
Daft Punk;Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit;248413;2013;116.047;hip hop, Dance/Electronic;0.811;6;-8.966
Eric Prydz;Proper Education - Radio Edit;198567;2007;124.938;pop, Dance/Electronic;0.937;0;-4.543
Daddy Yankee;Dura;200480;2018;95.001;latin;0.84;1;-3.416
Robbie Williams;Rock DJ;258560;2000;103.035;pop, rock;0.772;7;-4.264
Klaxons;Golden Skans;165120;2007;141.955;rock;0.836;2;-2.776
Black Eyed Peas;Let's Get It Started - Spike Mix;217733;2004;104.923;hip hop, pop;0.799;11;-2.208
Katy Perry;Hot N Cold;220226;2008;132.032;pop;0.841;7;-3.956
Desiigner;Panda;246761;2016;144.833;hip hop, pop;0.766;10;-4.943
ZAYN;"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""";245200;2016;117.973;pop, Dance/Electronic;0.451;0;-8.374
Delta Goodrem;Lost Without You;248546;2003;146.301;pop;0.747;7;-6.682
Drake;Headlines;235986;2011;151.894;hip hop, pop, R&B;0.566;6;-7.16
Lil Jon & The East Side Boyz;Lovers And Friends;260600;2004;139.861;hip hop, pop;0.501;10;-6.183
Creed;With Arms Wide Open;274800;1999;138.852;pop, rock, metal;0.539;0;-8.412
Jagged Edge;Promise;246720;2000;128.002;hip hop, pop, R&B;0.568;5;-5.431
Stromae;Alors on danse - Radio Edit;206066;2010;119.951;pop;0.59;1;-9.206
Ciara;Love Sex Magic (feat. Justin Timberlake);220426;2009;107.011;pop, R&B;0.666;10;-5.089
3LW;No More (Baby I'ma Do Right);263440;2000;88.933;pop, R&B;0.723;2;-7.08
Robbie Williams;Tripping;276603;2005;118.014;pop, rock;0.922;2;-4.458
Kodak Black;Tunnel Vision;268186;2017;171.853;hip hop;0.489;11;-7.724
Snoop Dogg;Drop It Like It's Hot;266066;2004;92.063;hip hop, pop;0.628;1;-3.832
The Notorious B.I.G.;Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster;286186;2005;106.328;hip hop;0.628;2;-7.041
Shawn Mendes;Señorita;190799;2019;116.967;pop;0.548;9;-6.049
Big Sean;I Don't Fuck With You;284386;2015;97.972;hip hop, pop;0.733;1;-5.474
The Red Jumpsuit Apparatus;Face Down;192000;2006;92.956;pop;0.932;7;-2.189
Meghan Trainor;Lips Are Movin;182666;2015;139.091;pop;0.825;7;-5.402
Taio Cruz;Dynamite;202613;2010;119.975;hip hop, pop;0.783;4;-3.724
Peking Duk;High (feat. Nicole Millar);228000;2014;100.094;Dance/Electronic;0.803;0;-4.052
DJ Snake;Turn Down for What;213733;2013;100.014;hip hop, pop, Dance/Electronic;0.799;1;-4.1
No Doubt;It's My Life;226053;2003;126.326;rock, pop;0.735;8;-5.074
Missy Elliott;Hot Boyz;215466;1998;81.125;hip hop, pop, R&B;0.445;1;-11.241
Drake;Take Care;277386;2011;121.845;hip hop, pop, R&B;0.515;0;-10.358
The Roots;The Seed (2.0);267933;2002;111.121;hip hop;0.957;7;-2.281
Chris Brown;Beautiful People;225881;2019;127.898;hip hop, pop, R&B;0.775;5;-6.366
Ronan Keating;If Tomorrow Never Comes;214306;2002;79.01;pop, rock;0.496;10;-6.136
Black Eyed Peas;I Gotta Feeling;289133;2009;127.96;hip hop, pop;0.766;0;-6.375
Jax Jones;Breathe;207629;2017;125.985;hip hop, pop, Dance/Electronic;0.744;11;-5.52
Billie Eilish;bad guy;194087;2019;135.128;pop, Dance/Electronic;0.425;7;-10.965
*NSYNC;Gone;292000;2001;113.922;pop;0.403;11;-8.564
Ariana Grande;boyfriend (with Social House);186106;2019;190.097;pop;0.795;10;-3.731
DJ Fresh;Louder (feat. Sian Evans) - Radio Edit;206776;2012;139.85;pop, Dance/Electronic;0.926;6;-1.131
OneRepublic;Stop And Stare;223853;2007;92.474;pop;0.859;4;-4.274
Ayo & Teo;Rolex;238586;2017;144.946;hip hop, pop;0.886;1;-2.512
The Band Perry;If I Die Young;222773;2010;130.739;country;0.497;4;-6.611
Zara Larsson;I Would Like;226720;2017;121.028;pop, Dance/Electronic;0.713;2;-3.949
Neon Trees;Animal;212306;2010;147.99;rock, pop;0.829;5;-5.576
Katy Perry;The One That Got Away;227333;2012;133.962;pop;0.792;1;-4.023
Backstreet Boys;Incomplete;239586;2005;133.631;pop;0.589;4;-4.834
Lil Jon;Snap Yo Fingers;274386;2006;82.038;hip hop, pop;0.757;8;-5.029
Cascada;Everytime We Touch - Radio Edit;199120;2011;142.019;hip hop, pop, Dance/Electronic;0.977;8;-5.369
Pitbull;Hey Baby (Drop It to the Floor) (feat. T-Pain);234453;2011;128.024;hip hop, pop, latin;0.912;10;-3.428
Calvin Harris;Thinking About You (feat. Ayah Marar);247933;2012;127.985;hip hop, pop, Dance/Electronic;0.874;0;-3.715
Rihanna;Rude Boy;222920;2009;173.906;hip hop, pop, R&B;0.75;11;-4.496
Soulja Boy;Turn My Swag On;206333;2008;150.154;hip hop, pop;0.712;3;-3.104
P!nk;U + Ur Hand;214386;2006;141.04;pop;0.891;0;-3.688
Mariah Carey;Don't Forget About Us - Radio Edit;233866;2005;143.555;pop, R&B;0.529;10;-6.816
Axwell /\ Ingrosso;More Than You Know;203000;2017;123.07;pop, Dance/Electronic;0.741;5;-4.989
Alesso;Years - ラジオ・エディット;195480;2012;128.008;pop, Dance/Electronic;0.823;2;-6.245
Saving Abel;Addicted;222826;2008;138.018;rock, metal;0.864;7;-4.146
Samantha Mumba;Gotta Tell You;201946;2018;109.981;pop;0.632;0;-8.75
Usher;More - RedOne Jimmy Joker Remix;219986;2010;125.083;hip hop, pop, R&B;0.893;7;-2.628
Jason Derulo;Swalla (feat. Nicki Minaj & Ty Dolla $ign);216408;2017;98.064;hip hop, pop;0.817;1;-3.862
Disclosure;White Noise;277687;2013;119.978;pop, Dance/Electronic;0.844;10;-6.164
Storm Queen;Look Right Through - MK Vocal Edit;150400;2014;119.995;Dance/Electronic;0.815;0;-8.035
Lady Gaga;Poker Face;237200;2008;118.999;pop;0.806;4;-4.62
MK;17;196489;2017;122.029;pop, Dance/Electronic;0.832;0;-7.202
Akon;Right Now (Na Na Na);240746;2008;137.982;pop;0.857;8;-4.194
Shayne Ward;No Promises;223066;2006;79.798;pop;0.498;4;-6.087
Taylor Swift;I Knew You Were Trouble.;219720;2012;77.019;pop;0.469;3;-6.798
The Fray;You Found Me;241853;2009;151.994;pop;0.803;8;-5.412
Steve Aoki;Just Hold On;198774;2016;114.991;hip hop, pop, Dance/Electronic;0.932;11;-3.515
Alec Benjamin;Let Me Down Slowly;169353;2018;150.073;rock, pop, Dance/Electronic;0.557;1;-5.714
Miley Cyrus;Wrecking Ball;221360;2013;119.964;pop;0.422;5;-6.262
Juice WRLD;Lucid Dreams;239835;2018;83.903;hip hop;0.566;6;-7.23
Jonas Blue;Perfect Strangers;196613;2016;117.986;pop, Dance/Electronic;0.819;1;-5.307
Tory Lanez;Say It;237786;2016;107.331;hip hop, pop, R&B;0.529;11;-10.511
Brandy;Full Moon;248933;2002;105.922;hip hop, pop, R&B;0.654;10;-4.823
Lil Dicky;Freaky Friday (feat. Chris Brown);216631;2018;133.123;hip hop, pop;0.599;8;-5.042
Avril Lavigne;Sk8er Boi;204000;2002;149.937;pop;0.9;0;-4.417
DJ Khaled;All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross);232506;2010;150.1;hip hop, pop;0.781;10;-3.616
JAY-Z;Young Forever;253906;2009;140.329;hip hop;0.69;9;-3.214
Missy Elliott;4 My People (feat. Eve);289373;2001;121.392;hip hop, pop, R&B;0.701;1;-7.503
Nelly;Hot In Herre;228240;2002;107.075;hip hop, pop, R&B;0.745;11;-4.753
Shakira;Underneath Your Clothes;224066;2001;165.508;pop, latin;0.597;8;-5.328
Ariana Grande;God is a woman;197546;2018;145.031;pop;0.658;1;-5.934
T2;Heartbroken - Edit;178613;2017;139.986;Dance/Electronic;0.757;11;-5.438
Kaiser Chiefs;Everyday I Love You Less And Less;217706;2005;160.028;rock;0.956;1;-4.556
Paloma Faith;Only Love Can Hurt Like This;232893;2014;90.99;pop, R&B, Dance/Electronic;0.885;8;-4.528
Cheryl;Fight For This Love;223253;2009;122.988;pop, Dance/Electronic;0.741;7;-5.873
Destiny's Child;Cater 2 U;245400;2004;125.802;pop, R&B;0.584;11;-7.043
Destiny's Child;Lose My Breath;242013;2004;119.011;pop, R&B;0.899;1;-5.958
Christina Aguilera;Fighter;245960;2002;188.899;pop;0.92;4;-1.357
Ashley O;On A Roll;154447;2019;125.011;set();0.81;5;-6.354
2 Chainz;It's A Vibe;210200;2017;73.003;hip hop, pop;0.502;7;-7.38
Shawn Mendes;Stitches;206880;2015;149.882;pop;0.754;1;-6.684
Gavin DeGraw;In Love With a Girl;206000;2008;161.905;pop, Folk/Acoustic;0.906;3;-4.8
Billie Eilish;lovely (with Khalid);200185;2018;115.284;pop, Dance/Electronic;0.296;4;-10.109
Snoop Dogg;Beautiful;299146;2005;101.025;hip hop, pop;0.74;11;-4.936
Marshmello;Alone;273802;2016;141.99;pop, Dance/Electronic;0.953;2;-3.739
Plies;Hypnotized (feat. Akon);188493;2007;116.59;hip hop, pop, R&B;0.571;10;-7.421
Luis Fonsi;Échame La Culpa;173720;2017;95.989;pop, latin;0.892;0;-3.641
Bingo Players;Get Up (Rattle) - Vocal Edit;166933;2013;127.99;pop, Dance/Electronic;0.985;7;-2.69
Bruno Mars;It Will Rain;257720;2011;150.017;pop;0.835;2;-6.826
D12;Purple Pills;304506;2001;125.25;hip hop, pop, rock;0.634;1;-5.941
Selena Gomez;Kill Em With Kindness;217906;2015;120.012;pop;0.884;10;-5.488
Ultrabeat;Pretty Green Eyes - Radio Edit;201920;2003;139.993;pop, Dance/Electronic;0.775;1;-10.284
ScHoolboy Q;Hands on the Wheel (feat. Asap Rocky);197131;2012;127.839;hip hop, pop;0.784;1;-7.471
Scissor Sisters;Comfortably Numb;266040;2004;116.972;pop, rock, Dance/Electronic;0.924;7;-6.466
Madonna;4 Minutes (feat. Justin Timberlake & Timbaland);189693;2009;113.029;pop;0.931;2;-4.922
Ludacris;Rollout (My Business);296586;2001;131.059;hip hop, pop;0.668;7;-8.73
Meck;Thunder in My Heart Again (Radio Edit);189800;2005;129.016;set();0.922;2;-4.67
Bazzi;Mine;131064;2018;142.929;pop, Dance/Electronic;0.789;4;-3.874
Montell Jordan;Get It On Tonite;276266;1999;99.008;hip hop, pop, R&B;0.491;10;-9.923
Armin van Buuren;This Is What It Feels Like;204360;2013;129.885;pop, Dance/Electronic;0.833;8;-5.217
Red Hot Chili Peppers;Dani California;282160;2006;96.184;rock;0.913;0;-2.36
P!nk;There You Go;202800;2000;107.908;pop;0.847;10;-6.729
Omarion;Ice Box;256426;2006;131.105;hip hop, pop, R&B;0.731;8;-5.446
Cardi B;Bodak Yellow;223712;2018;125.022;hip hop, pop;0.703;11;-6.337
Cardi B;I Like It;253390;2018;136.048;hip hop, pop;0.726;5;-3.998
Flo Rida;Whistle;224653;2012;103.976;hip hop, pop;0.937;0;-5.746
Natasha Bedingfield;Unwritten;259333;2004;100.011;pop;0.8;5;-6.333
Bow Wow;Let Me Hold You (feat. Omarion);248493;2005;151.518;hip hop, pop, R&B;0.662;6;-8.244
J Balvin;Mi Gente;189029;2017;104.237;latin;0.701;11;-4.862
Calvin Harris;Sweet Nothing (feat. Florence Welch);212560;2012;127.934;hip hop, pop, Dance/Electronic;0.929;8;-3.942
P!nk;Try;247906;2012;103.998;pop;0.628;2;-7.079
Drake;Pop Style;212946;2016;133.053;hip hop, pop, R&B;0.462;7;-10.027
Robyn;With Every Heartbeat;254920;2005;120.872;pop, Dance/Electronic;0.865;4;-4.462
Christina Perri;human;250706;2013;143.808;pop;0.489;8;-6.286
Leona Lewis;Better in Time;234173;2007;163.953;pop, R&B;0.7;6;-4.251
Joe;Stutter (feat. Mystikal) - Double Take Remix;213026;2000;89.989;pop, R&B;0.759;6;-6.516
Muse;Supermassive Black Hole;212439;2006;120.0;rock;0.921;7;-3.727
Afroman;Because I Got High;197760;2001;166.01;hip hop;0.341;7;-8.56
The Weeknd;Pray For Me (with Kendrick Lamar);211440;2018;100.584;pop, R&B;0.677;2;-4.979
JAY-Z;Izzo (H.O.V.A.);240626;2001;84.411;hip hop;0.844;1;-4.051
Mariah Carey;We Belong Together;201400;2005;139.987;pop, R&B;0.476;0;-7.918
French Montana;Unforgettable;233901;2017;97.985;hip hop, pop;0.769;6;-5.043
*NSYNC;Girlfriend;253600;2001;93.967;pop;0.807;0;-5.191
Linkin Park;Faint;162600;2003;135.095;rock, metal;0.978;4;-3.554
Bastille;Of The Night;214205;2013;125.01;pop, rock;0.829;5;-7.2
Britney Spears;Born to Make You Happy;243533;1999;84.11;pop;0.922;11;-4.842
The Game;My Life;320893;2008;148.113;hip hop, pop;0.766;11;-5.018
Daniel Powter;Bad Day;233640;2005;140.046;pop;0.785;3;-4.013
Eric Prydz;Call on Me - Radio Mix;171360;2004;126.342;pop, Dance/Electronic;0.837;10;-6.518
Gabrielle;Out Of Reach;196986;2001;182.862;pop, R&B;0.48;11;-6.567
Rag'n'Bone Man;Human;200186;2017;75.087;R&B;0.707;9;-4.097
Lykke Li;I Follow Rivers - The Magician Remix;281106;2011;122.019;pop, Dance/Electronic;0.709;9;-5.737
Trey Songz;Say Aah (feat. Fabolous);207546;2009;93.01;hip hop, pop, R&B;0.87;1;-3.614
Tom Odell;Another Love;244360;2013;122.769;pop;0.537;4;-8.532
Big Shaq;Man's Not Hot;186026;2017;135.048;pop, Dance/Electronic;0.884;0;-4.076
Ellie Goulding;Lights - Single Version;210853;2010;120.008;pop, rock, Dance/Electronic;0.795;8;-6.17
Train;Drive By;195973;2012;122.028;pop;0.837;1;-3.113
Mark Ronson;Nothing Breaks Like a Heart (feat. Miley Cyrus);217466;2018;114.066;pop;0.794;7;-5.844
Flo Rida;My House;192190;2015;94.006;hip hop, pop;0.702;7;-4.792
Jeremih;Don't Tell 'Em;266840;2015;98.052;hip hop, pop, R&B;0.527;2;-5.225
Ciara;Promise;267413;2006;123.279;pop, R&B;0.629;9;-5.757
t.A.T.u.;All The Things She Said;214440;2020;179.92;pop;0.834;5;-5.767
Dido;Thank You;218360;1999;79.984;pop;0.583;1;-9.942
Take That;Rule The World - Radio Edit;237760;2007;164.054;pop;0.774;2;-4.226
6ix9ine;GUMMO;157643;2018;157.036;hip hop;0.775;2;-4.926
Childish Gambino;3005;235662;2013;82.92;hip hop;0.463;6;-6.542
Adele;Someone Like You;285240;2011;135.047;pop, R&B;0.321;9;-8.251
Melanie C;I Turn To You;352173;1999;135.205;pop, Dance/Electronic;0.803;1;-5.825
Swedish House Mafia;Save The World;213337;2011;126.879;pop, Dance/Electronic;0.665;0;-7.598
Robin Schulz;Sugar (feat. Francesco Yates);219043;2015;123.063;pop, Dance/Electronic;0.815;5;-5.098
Sam Smith;Money On My Mind;192670;2014;133.912;pop;0.841;2;-5.217
Calvin Harris;Summer;224506;2014;127.962;hip hop, pop, Dance/Electronic;0.861;4;-3.565
Madison Avenue;Don't Call Me Baby;228140;1999;124.999;Dance/Electronic;0.982;3;-6.588
Justin Bieber;Boyfriend;171333;2012;96.979;pop;0.55;10;-6.019
La Roux;In For The Kill;248626;2009;150.01;pop, Dance/Electronic;0.969;8;-0.276
Daddy Yankee;Gasolina;192600;2004;96.009;latin;0.801;0;-6.499
Christina Perri;Jar of Hearts;246587;2011;74.541;pop;0.348;3;-6.142
Nelly;Over And Over;253933;2004;169.799;hip hop, pop, R&B;0.517;7;-10.02
The Pussycat Dolls;Don't Cha;272080;2005;120.003;pop, R&B;0.631;1;-3.475
Rixton;Me And My Broken Heart;193733;2014;174.084;pop;0.783;5;-4.261
Chris Brown;Deuces (feat. Tyga & Kevin McCall);276560;2011;73.987;hip hop, pop, R&B;0.736;1;-5.109
Florida Georgia Line;Cruise;208960;2012;148.0;country;0.948;10;-3.364
Bon Jovi;It's My Life;224493;2000;119.992;rock, metal;0.913;0;-4.063
Nickelback;When We Stand Together;190786;2011;187.961;rock, metal;0.9;10;-3.541
Lumidee;Never Leave You (Uh Oooh, Uh Oooh);184906;2003;199.958;pop, R&B;0.657;6;-6.197
Kendrick Lamar;Swimming Pools (Drank) - Extended Version;313786;2012;74.132;hip hop;0.485;1;-7.745
Olly Murs;Heart Skips a Beat (feat. Rizzle Kicks);202266;2011;110.621;pop, Dance/Electronic;0.881;9;-3.951
Maroon 5;Daylight;225066;2012;120.001;pop;0.674;7;-5.473
Armand Van Helden;My My My - Radio Edit;190000;2006;127.51;pop, Dance/Electronic;0.768;7;-8.502
50 Cent;Disco Inferno;214226;2005;97.018;hip hop, pop;0.659;3;-4.763
Fat Joe;What's Luv? (feat. Ja-Rule & Ashanti);267093;2001;93.955;hip hop, pop;0.707;8;-5.074
Shontelle;Impossible;226533;2010;90.034;pop, R&B;0.624;8;-3.631
Calvin Harris;Blame (feat. John Newman);212960;2014;128.024;hip hop, pop, Dance/Electronic;0.857;0;-4.078
S Club 7;Don't Stop Movin';233626;2001;117.033;pop;0.672;7;-6.133
My Chemical Romance;Teenagers;161920;2006;111.647;rock;0.857;4;-3.063
Delta Goodrem;Born to Try;251280;2003;133.838;pop;0.589;8;-6.813
Black Eyed Peas;Don't Lie;219000;2005;89.885;hip hop, pop;0.785;9;-5.299
Usher;Caught Up;224640;2004;110.086;hip hop, pop, R&B;0.806;6;-4.606
Bastille;Pompeii;214147;2013;127.435;pop, rock;0.715;9;-6.383
Young Money;BedRock;288133;2009;148.005;hip hop, pop;0.664;8;-6.163
Christina Milian;Dip It Low;197186;2004;169.131;hip hop, pop, R&B;0.722;11;-4.207
Black Eyed Peas;Meet Me Halfway;284373;2009;130.0;hip hop, pop;0.629;11;-6.857
Maroon 5;Maps;189840;2014;120.003;pop;0.723;1;-5.51
OneRepublic;All The Right Moves;238000;2009;146.024;pop;0.948;0;-3.527
Paramore;Misery Business;211520;2007;172.977;pop, rock;0.906;1;-3.677
Sam Smith;Like I Can;167065;2014;99.933;pop;0.627;7;-6.627
Kiiara;Gold;225882;2015;113.049;rock, pop, Dance/Electronic;0.412;8;-9.343
Mary J. Blige;No More Drama;326240;2001;97.914;pop, R&B;0.837;6;-6.818
Sisqo;Thong Song;253733;1999;121.549;hip hop, pop, R&B;0.888;2;-6.959
Kelis;Bossy;273973;2006;84.021;pop, R&B, Dance/Electronic;0.633;4;-5.316
Katy Perry;Chained To The Rhythm;237733;2017;95.029;pop;0.8;0;-5.404
Selena Gomez & The Scene;Who Says;195613;2011;101.019;pop, Dance/Electronic;0.927;4;-2.915
Calvin Harris;How Deep Is Your Love;212640;2015;122.003;hip hop, pop, Dance/Electronic;0.868;11;-4.373
Jason Derulo;Ridin' Solo;215746;2010;89.338;hip hop, pop;0.83;9;-4.02
Ed Sheeran;Perfect;263400;2017;95.05;pop;0.448;8;-6.312
George Michael;Amazing;265826;2004;128.429;set();0.754;10;-6.825
Florence + The Machine;Spectrum (Say My Name) - Calvin Harris Remix;218190;2011;126.092;rock, pop, Dance/Electronic;0.946;11;-3.85
